Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,696695,-,-,-,47.93,-97.02,-6,254,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.1.4.dev4+g4fed29ccf.d20260425
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,7,30,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,8,30,6,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,9,30,55,2,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,10,30,107,7,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,11,30,101,3,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,12,30,195,32,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,13,30,194,53,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,14,30,91,1,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,15,30,62,0,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,16,30,18,245,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,17,30,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,1,7,18,30,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
